id,name,description,cpu_class,socket,clock_speed,turbo_speed,cores,threads,total_cores,primary_cores,secondary_cores,performance_cores,efficient_cores,typical_tdp,tdp_down,tdp_up,cache_per_cpu_package,cache_per_effective_cpu_package,memory_support,other_names,first_seen_on_charts,cpu_mark_per_dollar_price,overall_rank,last_price_change,multi_thread_rating,single_thread_rating,num_samples,margin_for_error,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,relative_gaming_score
5932,Intel Xeon E-2456,,Server,FCLGA1700,3.3 GHz,5.1 GHz,6,12,,,,,,80 W,,,,,"Max. Memory Size: 128 GB (DDR5-4800, ECC Supported)","Intel Xeon E E-2456, Intel(R) Xeon(R) E E-2456",Q1 2024,54.69,758th fastest in multithreading out of 5149 CPUs; 342nd fastest in single threading out of 5149 CPUs; 380th fastest in out of 1105 Server CPUs,$375.00 USD (2023-10-01),20507,3552,18,Medium,"64,311 MOps/Sec","49,078 MOps/Sec",96 Million Primes/Sec,"24,500 Thousand Strings/Sec","12,235 MBytes/Sec","225,591 KBytes/Sec","1,613 Frames/Sec","14,533 Million Matrices/Sec",
5933,Intel Xeon Silver 4514Y,,Server,FCLGA4677,2.0 GHz,3.4 GHz,16,32,,,,,,150 W,,,,,"Max. Memory Size: 4.0 TB (Up to DDR5 4400 MT/s (1DPC &amp; 2DPC), ECC Supported)","INTEL XEON SILVER 4514Y, INTEL(R) XEON(R) SILVER 4514Y",Q1 2024,39.25,452nd fastest in multithreading out of 5149 CPUs; 1483rd fastest in single threading out of 5149 CPUs; 271st fastest in out of 1105 Server CPUs,$724.99 USD (2025-06-12),28456,2101,7,Medium,"87,110 MOps/Sec","68,078 MOps/Sec",144 Million Primes/Sec,"39,842 Thousand Strings/Sec","19,342 MBytes/Sec","364,614 KBytes/Sec","2,541 Frames/Sec","32,747 Million Matrices/Sec",
5934,AArch64,,Mobile/Embedded,,1.3 GHz,,4,4,,,,,,,,,,,,AArch64 Processor,Q1 2024,NA,4222nd fastest in multithreading out of 5149 CPUs; 4771st fastest in single threading out of 5149 CPUs; 888th fastest in out of 1107 Mobile/Embedded CPUs,NA,833,368,7,Medium,"6,896 MOps/Sec","1,196 MOps/Sec",3 Million Primes/Sec,"2,463 Thousand Strings/Sec","1,083 MBytes/Sec","12,969 KBytes/Sec",57 Frames/Sec,193 Million Matrices/Sec,
5935,Mediatek MT6768,,Mobile/Embedded,,2.0 GHz,,8,8,,,,,,,,,,,,Mediatek MT6768,Q1 2024,NA,2826th fastest in multithreading out of 5149 CPUs; 3361st fastest in single threading out of 5149 CPUs; 518th fastest in out of 1107 Mobile/Embedded CPUs,NA,2709,1044,5,High,"18,814 MOps/Sec","4,790 MOps/Sec",7 Million Primes/Sec,"8,997 Thousand Strings/Sec","2,507 MBytes/Sec","45,939 KBytes/Sec",169 Frames/Sec,688 Million Matrices/Sec,
5936,sun8iw11p1,,Mobile/Embedded,,1.6 GHz,,4,4,,,,,,,,,,,,sun8iw11p1,Q1 2024,NA,4806th fastest in multithreading out of 5149 CPUs; 5025th fastest in single threading out of 5149 CPUs; 1059th fastest in out of 1107 Mobile/Embedded CPUs,NA,335,243,1,High,"1,510 MOps/Sec",507 MOps/Sec,NA,"1,350 Thousand Strings/Sec",97.4 MBytes/Sec,"6,506 KBytes/Sec",28 Frames/Sec,"1,118 Million Matrices/Sec",
5937,AMD EPYC 8024P,,Server,SP6,2.4 GHz,3.0 GHz,8,16,,,,,,90 W,70 W,100 W,,,,AMD EPYC 8024P 8-Core Processor,Q1 2024,NA,752nd fastest in multithreading out of 5149 CPUs; 1136th fastest in single threading out of 5149 CPUs; 376th fastest in out of 1105 Server CPUs,NA,20556,2371,6,Medium,"62,128 MOps/Sec","34,757 MOps/Sec",109 Million Primes/Sec,"34,613 Thousand Strings/Sec","15,809 MBytes/Sec","232,242 KBytes/Sec","1,905 Frames/Sec","14,251 Million Matrices/Sec",
5938,AMD EPYC 8124P,,Server,SP6,2.5 GHz,3.0 GHz,16,32,,,,,,125 W,120 W,150 W,,,,AMD EPYC 8124P 16-Core Processor,Q1 2024,NA,308th fastest in multithreading out of 5149 CPUs; 1166th fastest in single threading out of 5149 CPUs; 204th fastest in out of 1105 Server CPUs,NA,36338,2338,11,Medium,"123,244 MOps/Sec","72,102 MOps/Sec",220 Million Primes/Sec,"64,452 Thousand Strings/Sec","30,913 MBytes/Sec","470,121 KBytes/Sec","3,324 Frames/Sec","29,742 Million Matrices/Sec",
5939,AMD EPYC 8224P,,Server,SP6,2.6 GHz,3.0 GHz,24,48,,,,,,160 W,155 W,225 W,,,,AMD EPYC 8224P 24-Core Processor,Q1 2024,NA,232nd fastest in multithreading out of 5149 CPUs; 1169th fastest in single threading out of 5149 CPUs; 165th fastest in out of 1105 Server CPUs,NA,45180,2337,12,Medium,"185,639 MOps/Sec","104,783 MOps/Sec",202 Million Primes/Sec,"80,372 Thousand Strings/Sec","46,779 MBytes/Sec","703,723 KBytes/Sec","3,055 Frames/Sec","43,896 Million Matrices/Sec",
5940,AMD EPYC 8324P,,Server,SP6,2.7 GHz,3.0 GHz,32,64,,,,,,180 W,155 W,225 W,,,,AMD EPYC 8324P 32-Core Processor,Q1 2024,NA,146th fastest in multithreading out of 5149 CPUs; 1138th fastest in single threading out of 5149 CPUs; 115th fastest in out of 1105 Server CPUs,NA,57127,2367,13,Medium,"248,447 MOps/Sec","139,022 MOps/Sec",347 Million Primes/Sec,"113,610 Thousand Strings/Sec","63,195 MBytes/Sec","980,907 KBytes/Sec","4,637 Frames/Sec","60,304 Million Matrices/Sec",
5941,AMD EPYC 8534P,,Server,SP6,2.3 GHz,3.1 GHz,64,128,,,,,,200 W,155 W,225 W,,,,AMD EPYC 8534P 64-Core Processor,Q1 2024,NA,69th fastest in multithreading out of 5149 CPUs; 1064th fastest in single threading out of 5149 CPUs; 60th fastest in out of 1105 Server CPUs,NA,71900,2441,14,Medium,"514,526 MOps/Sec","289,443 MOps/Sec",278 Million Primes/Sec,"129,479 Thousand Strings/Sec","121,728 MBytes/Sec","1,791,742 KBytes/Sec","3,667 Frames/Sec","112,860 Million Matrices/Sec",
5942,Intel Xeon Gold 6538N,,Server,FCLGA4677,2.1 GHz,4.1 GHz,32,64,,,,,,205 W,,,,,"Max. Memory Size: 4.0 TB (Up to DDR5 5200 MT/s 1DPC, ECC Supported)",INTEL XEON GOLD 6538N,Q1 2024,13.40,233rd fastest in multithreading out of 5149 CPUs; 2085th fastest in single threading out of 5149 CPUs; 166th fastest in out of 1105 Server CPUs,"$3,351.00 USD (2023-10-01)",44895,1725,2,High,"180,325 MOps/Sec","127,445 MOps/Sec",315 Million Primes/Sec,"82,208 Thousand Strings/Sec","39,979 MBytes/Sec","652,978 KBytes/Sec","6,286 Frames/Sec","55,880 Million Matrices/Sec",
5943,Qualcomm MSM8212,,Mobile/Embedded,,1.2 GHz,,4,4,,,,,,,,,,,,Qualcomm MSM8212,Q1 2024,NA,4756th fastest in multithreading out of 5149 CPUs; 5017th fastest in single threading out of 5149 CPUs; 1045th fastest in out of 1107 Mobile/Embedded CPUs,NA,378,247,2,High,"1,471 MOps/Sec",646 MOps/Sec,NA,"1,505 Thousand Strings/Sec",100.4 MBytes/Sec,"9,917 KBytes/Sec",43 Frames/Sec,"1,081 Million Matrices/Sec",
5944,Intel Core 7 150U,Intel Graphics,Laptop,FCBGA1744,,,,,"10 Cores, 12 Threads",,,"2 Cores, 4 Threads, 1.8 GHz Base, 5.4 GHz Turbo","8 Cores, 8 Threads, 1.2 GHz Base, 4.0 GHz Turbo",15 W,12 W,55 W,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 48 KB; L2 Cache: 2 x 1280 KB; L3 Cache: 12 MB,Eff. L1 Instruction Cache: 8 x 64 KB; Eff. L1 Data Cache: 8 x 32 KB; Eff. L2 Cache: 2 x 2048 KB,Max. Memory Size: 96 GB (Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT),"Intel(R) Core(TM) 7 150U, Intel Core 7 150U",Q1 2024,NA,1017th fastest in multithreading out of 5149 CPUs; 312th fastest in single threading out of 5149 CPUs; 243rd fastest in out of 1491 Laptop CPUs,NA,15396,3606,307,Low,"53,771 MOps/Sec","36,254 MOps/Sec",57 Million Primes/Sec,"19,063 Thousand Strings/Sec","10,516 MBytes/Sec","166,219 KBytes/Sec","1,041 Frames/Sec","9,228 Million Matrices/Sec","3,770"
5945,ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,,Mobile/Embedded,,2.0 GHz,,6,6,,,,,,,,,,,,ARM ARMv8 Processor rev 1 (v8l) 6 Core 1984 MHz,Q1 2024,NA,2786th fastest in multithreading out of 5149 CPUs; 3600th fastest in single threading out of 5149 CPUs; 501st fastest in out of 1107 Mobile/Embedded CPUs,NA,2776,927,2,High,"17,611 MOps/Sec","14,748 MOps/Sec",18 Million Primes/Sec,"11,789 Thousand Strings/Sec",558.6 MBytes/Sec,"20,158 KBytes/Sec",589 Frames/Sec,"2,433 Million Matrices/Sec",
5946,QTI SM611,,Mobile/Embedded,,2.0 GHz,,8,8,,,,,,,,,,,,QTI SM611,Q1 2024,NA,2614th fastest in multithreading out of 5149 CPUs; 3451st fastest in single threading out of 5149 CPUs; 443rd fastest in out of 1107 Mobile/Embedded CPUs,NA,3180,999,1,High,"21,650 MOps/Sec","5,378 MOps/Sec",5 Million Primes/Sec,"10,163 Thousand Strings/Sec","2,943 MBytes/Sec","56,401 KBytes/Sec",168 Frames/Sec,974 Million Matrices/Sec,
5947,AC8259V/WAB,,Mobile/Embedded,,2.2 GHz,,8,8,,,,,,,,,,,,AC8259V/WAB,Q1 2024,NA,4132nd fastest in multithreading out of 5149 CPUs; 4456th fastest in single threading out of 5149 CPUs; 866th fastest in out of 1107 Mobile/Embedded CPUs,NA,910,508,7,Medium,"8,115 MOps/Sec","1,477 MOps/Sec",2 Million Primes/Sec,"2,891 Thousand Strings/Sec",960.5 MBytes/Sec,"13,887 KBytes/Sec",45 Frames/Sec,716 Million Matrices/Sec,
5948,Intel Core 3 100U,Intel Graphics,Laptop,FCBGA1744,,,,,"6 Cores, 8 Threads",,,"2 Cores, 4 Threads, 1.2 GHz Base, 4.7 GHz Turbo","4 Cores, 4 Threads, 0.9 GHz Base, 3.3 GHz Turbo",15 W,12 W,55 W,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 48 KB; L2 Cache: 2 x 1280 KB; L3 Cache: 10 MB,Eff. L1 Instruction Cache: 4 x 64 KB; Eff. L1 Data Cache: 4 x 32 KB; Eff. L2 Cache: 1 x 2048 KB,Max. Memory Size: 96 GB (Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT),Intel(R) Core(TM) 3 100U,Q1 2024,NA,1099th fastest in multithreading out of 5149 CPUs; 267th fastest in single threading out of 5149 CPUs; 270th fastest in out of 1491 Laptop CPUs,NA,14154,3711,185,Low,"42,377 MOps/Sec","30,713 MOps/Sec",63 Million Primes/Sec,"17,108 Thousand Strings/Sec","9,115 MBytes/Sec","155,442 KBytes/Sec","1,080 Frames/Sec","8,967 Million Matrices/Sec","3,683"
5949,Intel Xeon Silver 4510T,,Server,FCLGA4677,2.0 GHz,3.7 GHz,12,24,,,,,,115 W,,,,,"Max. Memory Size: 4.0 TB (DDR5 @ 4400 MT/s, ECC Supported)","INTEL XEON SILVER 4510T, INTEL(R) XEON(R) SILVER 4510T",Q1 2024,46.67,434th fastest in multithreading out of 5149 CPUs; 634th fastest in single threading out of 5149 CPUs; 261st fastest in out of 1105 Server CPUs,$624.00 USD (2023-10-01),29119,3006,4,High,"87,612 MOps/Sec","66,697 MOps/Sec",164 Million Primes/Sec,"36,297 Thousand Strings/Sec","17,818 MBytes/Sec","335,215 KBytes/Sec","2,803 Frames/Sec","27,234 Million Matrices/Sec",
5950,ARM Cortex-A73 4 Core 1844 MHz,,Mobile/Embedded,,1.8 GHz,,4,8,,,,,,,,,,,,ARM Cortex-A73 4 Core 1844 MHz,Q1 2024,NA,3686th fastest in multithreading out of 5149 CPUs; 4098th fastest in single threading out of 5149 CPUs; 752nd fastest in out of 1107 Mobile/Embedded CPUs,NA,1368,656,1,High,"24,452 MOps/Sec","6,284 MOps/Sec",9 Million Primes/Sec,"7,382 Thousand Strings/Sec",292.5 MBytes/Sec,"11,734 KBytes/Sec",200 Frames/Sec,558 Million Matrices/Sec,
5955,Intel Xeon Gold 5512U,,Server,FCLGA4677,2.1 GHz,3.7 GHz,28,56,,,,,,185 W,,,,,"Max. Memory Size: 4.0 TB (Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC, ECC Supported)","INTEL XEON GOLD 5512U, INTEL(R) XEON(R) GOLD 5512U",Q1 2024,49.05,115th fastest in multithreading out of 5149 CPUs; 621st fastest in single threading out of 5149 CPUs; 94th fastest in out of 1105 Server CPUs,"$1,230.00 USD (2023-10-01)",60332,3028,94,Low,"220,154 MOps/Sec","159,545 MOps/Sec",290 Million Primes/Sec,"108,066 Thousand Strings/Sec","49,880 MBytes/Sec","809,487 KBytes/Sec","5,825 Frames/Sec","59,887 Million Matrices/Sec",
5956,Mediatek MT8768N,,Mobile/Embedded,,2.2 GHz,,8,8,,,,,,,,,,,,Mediatek MT8768N,Q1 2024,NA,3010th fastest in multithreading out of 5149 CPUs; 4080th fastest in single threading out of 5149 CPUs; 582nd fastest in out of 1107 Mobile/Embedded CPUs,NA,2382,669,1,High,"24,166 MOps/Sec","3,600 MOps/Sec",5 Million Primes/Sec,"8,328 Thousand Strings/Sec","3,081 MBytes/Sec","38,964 KBytes/Sec",111 Frames/Sec,634 Million Matrices/Sec,
5957,Intel Core i9-14900KS,Intel UHD Graphics 770,Desktop,FCLGA1700,,,,,"24 Cores, 32 Threads",,,"8 Cores, 16 Threads, 3.2 GHz Base, 6.2 GHz Turbo","16 Cores, 16 Threads, 2.4 GHz Base, 4.5 GHz Turbo",150 W,,253 W,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 48 KB; L2 Cache: 8 x 2048 KB; L3 Cache: 36 MB,Eff. L1 Instruction Cache: 16 x 64 KB; Eff. L1 Data Cache: 16 x 32 KB; Eff. L2 Cache: 4 x 4096 KB,"Max. Memory Size: 192 GB (Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s, ECC Supported)","Intel(R) Core(TM) i9-14900KS, Intel Core i9-14900KS",Q1 2024,88.16,110th fastest in multithreading out of 5149 CPUs; 7th fastest in single threading out of 5149 CPUs; 24th fastest in out of 1449 Desktop CPUs,$689.00 USD (2025-05-24),60743,4829,839,Low,"214,370 MOps/Sec","154,755 MOps/Sec",249 Million Primes/Sec,"90,622 Thousand Strings/Sec","48,339 MBytes/Sec","810,530 KBytes/Sec","3,523 Frames/Sec","45,794 Million Matrices/Sec","8,684"
5958,Intel Xeon Max 9480,,Server,FCLGA4677,1.9 GHz,3.5 GHz,56,112,,,,,,350 W,,,,,"Max. Memory Size: 4.0 TB (Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC, ECC Supported)","Intel Xeon CPU Max 9480, Intel(R) Xeon(R) CPU Max 9480",Q1 2024,91.82,40th fastest in multithreading out of 5149 CPUs; 762nd fastest in single threading out of 5149 CPUs; 35th fastest in out of 1105 Server CPUs,$920.40 USD (2024-06-18),84512,2757,11,Medium,"383,420 MOps/Sec","279,741 MOps/Sec",578 Million Primes/Sec,"188,216 Thousand Strings/Sec","83,499 MBytes/Sec","1,433,155 KBytes/Sec","12,152 Frames/Sec","104,762 Million Matrices/Sec",
5960,AMD Ryzen 3 PRO 7335U,AMD Radeon 660M,"Desktop, Laptop",FP7r2,3.0 GHz,4.3 GHz,4,8,,,,,,30 W,15 W,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 512 KB; L3 Cache: 8 MB,,,AMD Ryzen 3 PRO 7335U with Radeon Graphics,Q1 2024,NA,1212th fastest in multithreading out of 5149 CPUs; 587th fastest in single threading out of 5149 CPUs; 394th fastest in out of 1449 Desktop CPUs; 294th fastest in out of 1491 Laptop CPUs,NA,12325,3106,23,Low,"41,985 MOps/Sec","23,746 MOps/Sec",31 Million Primes/Sec,"15,241 Thousand Strings/Sec","9,322 MBytes/Sec","147,632 KBytes/Sec",580 Frames/Sec,"10,105 Million Matrices/Sec","1,355"
5961,Samsung s5e8845,,Mobile/Embedded,,2.8 GHz,,8,8,,,,,,,,,,,,Samsung s5e8845,Q1 2024,NA,1686th fastest in multithreading out of 5149 CPUs; 1185th fastest in single threading out of 5149 CPUs; 158th fastest in out of 1107 Mobile/Embedded CPUs,NA,7070,2320,92,Low,"30,836 MOps/Sec","15,277 MOps/Sec",15 Million Primes/Sec,"18,209 Thousand Strings/Sec","4,675 MBytes/Sec","107,095 KBytes/Sec",288 Frames/Sec,"2,966 Million Matrices/Sec",
5964,Intel Xeon E-2436,,Server,FCLGA1700,2.9 GHz,5.0 GHz,6,12,,,,,,65 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 48 KB; L2 Cache: 6 x 2048 KB; L3 Cache: 18 MB,,"Max. Memory Size: 128 GB (DDR5-4800, ECC Supported)","Intel Xeon E E-2436, Intel(R) Xeon(R) E E-2436",Q1 2024,68.00,693rd fastest in multithreading out of 5149 CPUs; 329th fastest in single threading out of 5149 CPUs; 355th fastest in out of 1105 Server CPUs,$319.00 USD (2023-10-01),21691,3572,17,Medium,"67,221 MOps/Sec","50,179 MOps/Sec",83 Million Primes/Sec,"28,530 Thousand Strings/Sec","13,990 MBytes/Sec","246,423 KBytes/Sec","1,331 Frames/Sec","16,277 Million Matrices/Sec",
5965,Intel Core Ultra 7 155U,"Intel Graphics, Intel AI Boost",Laptop,FCBGA2049,,,,,"12 Cores, 14 Threads",,,"2 Cores, 4 Threads, 1.7 GHz Base, 4.8 GHz Turbo","10 Cores, 10 Threads, 1.2 GHz Base, 3.8 GHz Turbo",15 W,12 W,57 W,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 48 KB; L2 Cache: 5 x 2048 KB; L3 Cache: 12 MB,Eff. L1 Instruction Cache: 10 x 64 KB; Eff. L1 Data Cache: 10 x 32 KB,Max. Memory Size: 96 GB (Up to LPDDR5/x 7467 MT/s Up to DDR5 5600 MT/s),"Intel(R) Core(TM) Ultra 7 155U, Intel(R) CoreTM Ultra 7 155U, Intel Core Ultra 7 155U",Q1 2024,33.60,965th fastest in multithreading out of 5149 CPUs; 420th fastest in single threading out of 5149 CPUs; 231st fastest in out of 1491 Laptop CPUs,$490.00 USD (2023-10-01),16462,3400,761,Low,"57,743 MOps/Sec","40,489 MOps/Sec",65 Million Primes/Sec,"19,824 Thousand Strings/Sec","11,387 MBytes/Sec","178,147 KBytes/Sec","1,088 Frames/Sec","9,978 Million Matrices/Sec","3,860"
5966,Intel Xeon Gold 6416H,,Server,FCLGA4677,2.2 GHz,4.2 GHz,18,36,,,,,,165 W,,,L1 Instruction Cache: 18 x 32 KB; L1 Data Cache: 18 x 48 KB; L2 Cache: 18 x 2048 KB; L3 Cache: 45 MB,,"Max. Memory Size: 4.0 TB (Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC, ECC Supported)",Intel(R) Xeon(R) Gold 6416H,Q1 2024,28.12,266th fastest in multithreading out of 5149 CPUs; 715th fastest in single threading out of 5149 CPUs; 181st fastest in out of 1105 Server CPUs,"$1,444.00 USD (2023-01-01)",40606,2860,1,High,"135,277 MOps/Sec","105,456 MOps/Sec",254 Million Primes/Sec,"47,426 Thousand Strings/Sec","26,778 MBytes/Sec","536,010 KBytes/Sec","3,537 Frames/Sec","42,476 Million Matrices/Sec",
5967,QTI QCM2290,,Mobile/Embedded,,2.0 GHz,,4,4,,,,,,,,,,,,QTI QCM2290,Q1 2024,NA,3958th fastest in multithreading out of 5149 CPUs; 4321st fastest in single threading out of 5149 CPUs; 816th fastest in out of 1107 Mobile/Embedded CPUs,NA,1078,555,2,High,"7,586 MOps/Sec","1,727 MOps/Sec",2 Million Primes/Sec,"4,401 Thousand Strings/Sec",980.7 MBytes/Sec,"19,005 KBytes/Sec",75 Frames/Sec,"1,128 Million Matrices/Sec",
5968,Intel Core i7-1370PRE,Intel Iris Xe Graphics eligible,Mobile/Embedded,FCBGA1744,,,,,"14 Cores, 20 Threads",,,"6 Cores, 12 Threads, 1.9 GHz Base, 4.8 GHz Turbo","8 Cores, 8 Threads, NA Base, 3.7 GHz Turbo",28 W,,,,,"Max. Memory Size: 64 GB (Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT, ECC Supported)","13th Gen Intel Core i7-1370PRE, 13th Gen Intel(R) Core(TM) i7-1370PRE",Q1 2024,38.62,864th fastest in multithreading out of 5149 CPUs; 814th fastest in single threading out of 5149 CPUs; 41st fastest in out of 1107 Mobile/Embedded CPUs,$477.00 USD (2023-01-01),18420,2696,4,High,"61,842 MOps/Sec","40,617 MOps/Sec",86 Million Primes/Sec,"24,267 Thousand Strings/Sec","13,019 MBytes/Sec","208,083 KBytes/Sec","1,490 Frames/Sec","11,373 Million Matrices/Sec",
5969,Mediatek Dimensity 7025 (MT6855),,Mobile/Embedded,,2.2 GHz,,8,8,,,,,,,,,,,,"Mediatek MT6855V/AZA, Mediatek MT6855",Q2 2023,NA,2180th fastest in multithreading out of 5149 CPUs; 1866th fastest in single threading out of 5149 CPUs; 297th fastest in out of 1107 Mobile/Embedded CPUs,NA,4591,1866,166,Low,"23,209 MOps/Sec","8,051 MOps/Sec",11 Million Primes/Sec,"12,129 Thousand Strings/Sec","3,120 MBytes/Sec","71,597 KBytes/Sec",207 Frames/Sec,"1,652 Million Matrices/Sec",
5971,AMD EPYC 9684X,,Server,SP5,2.6 GHz,3.7 GHz,96,192,,,,,,400 W,320 W,,,,,AMD EPYC 9684X 96-Core Processor,Q1 2024,15.69,13th fastest in multithreading out of 5149 CPUs; 699th fastest in single threading out of 5149 CPUs; 10th fastest in out of 1105 Server CPUs,"$7,750.00 USD (2024-12-01)",121595,2891,5,High,"844,145 MOps/Sec","472,174 MOps/Sec","2,020 Million Primes/Sec","349,126 Thousand Strings/Sec","178,453 MBytes/Sec","2,698,807 KBytes/Sec","24,686 Frames/Sec","177,956 Million Matrices/Sec",
5973,sun50iw1p1,,Mobile/Embedded,,1.3 GHz,,4,4,,,,,,,,,,,,sun50iw1p1,Q2 2024,NA,4550th fastest in multithreading out of 5149 CPUs; 4956th fastest in single threading out of 5149 CPUs; 979th fastest in out of 1107 Mobile/Embedded CPUs,NA,559,280,1,High,"5,936 MOps/Sec",962 MOps/Sec,2 Million Primes/Sec,"1,791 Thousand Strings/Sec",587.1 MBytes/Sec,"7,858 KBytes/Sec",35 Frames/Sec,127 Million Matrices/Sec,
5979,Intel Xeon Gold 6526Y,,Server,FCLGA4677,2.8 GHz,3.9 GHz,16,32,,,,,,195 W,,,L1 Instruction Cache: 16 x 32 KB; L1 Data Cache: 16 x 48 KB; L2 Cache: 16 x 2048 KB; L3 Cache: 38 MB,,"Max. Memory Size: 4.0 TB (Up to DDR5 5200 MT/s 1DPC, ECC Supported)","INTEL(R) XEON(R) GOLD 6526Y, INTEL XEON GOLD 6526Y",Q2 2024,30.14,222nd fastest in multithreading out of 5149 CPUs; 525th fastest in single threading out of 5149 CPUs; 160th fastest in out of 1105 Server CPUs,"$1,517.00 USD (2023-10-01)",45715,3211,15,Medium,"144,565 MOps/Sec","106,740 MOps/Sec",213 Million Primes/Sec,"72,740 Thousand Strings/Sec","32,724 MBytes/Sec","545,317 KBytes/Sec","4,586 Frames/Sec","44,784 Million Matrices/Sec",
5980,Mediatek MT6739,,Mobile/Embedded,,1.5 GHz,,4,4,,,,,,,,,,,,Mediatek MT6739,Q2 2024,NA,4407th fastest in multithreading out of 5149 CPUs; 4769th fastest in single threading out of 5149 CPUs; 942nd fastest in out of 1107 Mobile/Embedded CPUs,NA,680,368,15,Medium,"5,588 MOps/Sec","1,147 MOps/Sec",2 Million Primes/Sec,"2,800 Thousand Strings/Sec",647.2 MBytes/Sec,"8,050 KBytes/Sec",49 Frames/Sec,691 Million Matrices/Sec,
5981,Intel Xeon E-2468,,Server,FCLGA1700,2.6 GHz,5.2 GHz,8,16,,,,,,65 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 48 KB; L2 Cache: 8 x 2048 KB; L3 Cache: 24 MB,,"Max. Memory Size: 128 GB (DDR5-4800, ECC Supported)","Intel(R) Xeon(R) E E-2468, Intel Xeon E E-2468",Q2 2024,61.56,520th fastest in multithreading out of 5149 CPUs; 153rd fastest in single threading out of 5149 CPUs; 299th fastest in out of 1105 Server CPUs,$426.00 USD (2023-10-01),26224,3956,7,Medium,"87,203 MOps/Sec","63,458 MOps/Sec",116 Million Primes/Sec,"33,173 Thousand Strings/Sec","16,740 MBytes/Sec","297,582 KBytes/Sec","1,942 Frames/Sec","18,128 Million Matrices/Sec",
5982,Intel Xeon Platinum 8368Q @ 2.60GHz,,Server,FCLGA4189,2.6 GHz,3.7 GHz,38,76,,,,,,270 W,,,,,"Max. Memory Size: 6.0 TB (DDR4-3200, ECC Supported)",Intel(R) Xeon(R) Platinum 8368Q CPU @ 2.60GHz,Q2 2024,NA,209th fastest in multithreading out of 5149 CPUs; 934th fastest in single threading out of 5149 CPUs; 154th fastest in out of 1105 Server CPUs,NA,46681,2568,1,High,"191,359 MOps/Sec","129,979 MOps/Sec",355 Million Primes/Sec,"71,250 Thousand Strings/Sec","28,846 MBytes/Sec","587,793 KBytes/Sec","4,260 Frames/Sec","45,925 Million Matrices/Sec",
5983,"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",,Mobile/Embedded,,2.6 GHz,,24,24,,,,,,,,,,,,"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",Q2 2024,NA,1400th fastest in multithreading out of 5149 CPUs; 3982nd fastest in single threading out of 5149 CPUs; 100th fastest in out of 1107 Mobile/Embedded CPUs,NA,9496,733,1,High,"91,062 MOps/Sec","30,906 MOps/Sec",48 Million Primes/Sec,"40,681 Thousand Strings/Sec","2,447 MBytes/Sec","94,224 KBytes/Sec",822 Frames/Sec,"10,829 Million Matrices/Sec",
5984,Intel Xeon Silver 4510,,Server,FCLGA4677,2.4 GHz,4.1 GHz,12,24,,,,,,150 W,,,,,"Max. Memory Size: 4.0 TB (DDR5 @ 4400 MT/s, ECC Supported)","INTEL XEON SILVER 4510, INTEL(R) XEON(R) SILVER 4510",Q2 2024,58.60,353rd fastest in multithreading out of 5149 CPUs; 532nd fastest in single threading out of 5149 CPUs; 229th fastest in out of 1105 Server CPUs,$563.00 USD (2023-10-01),32992,3203,48,Low,"99,045 MOps/Sec","74,577 MOps/Sec",161 Million Primes/Sec,"47,522 Thousand Strings/Sec","21,960 MBytes/Sec","375,319 KBytes/Sec","3,011 Frames/Sec","29,559 Million Matrices/Sec",
5985,ARM Kunpeng-920 8 Core 2600 MHz,,Mobile/Embedded,,2.6 GHz,,8,8,,,,,,,,,,,,ARM Kunpeng-920 8 Core 2600 MHz,Q2 2024,NA,2347th fastest in multithreading out of 5149 CPUs; 3978th fastest in single threading out of 5149 CPUs; 366th fastest in out of 1107 Mobile/Embedded CPUs,NA,3910,735,1,High,"30,955 MOps/Sec","10,564 MOps/Sec",52 Million Primes/Sec,"17,250 Thousand Strings/Sec",821.0 MBytes/Sec,"32,370 KBytes/Sec",506 Frames/Sec,"3,677 Million Matrices/Sec",
